        0.005 , 0.0000 , 0.0000 , 0.0018
        0.010 , -0.3543 , 0.8524 , 4.6532
        0.015 , 0.0000 , 0.0000 , 0.0018
        0.020 , -0.0003 , -0.0003 , 0.0012
        0.025 , -0.4440 , 0.3409 , 2.5452
        0.030 , -0.2341 , 0.1117 , 1.9236
        0.035 , 0.0000 , 0.0000 , 0.0018
        0.040 , 0.0003 , 0.0003 , 0.0021
        0.045 , 0.1321 , 0.5194 , 5.1567
        0.050 , 0.0000 , 0.0000 , 0.0021
        0.055 , 0.0000 , 0.0000 , 0.0018
        0.060 , -0.0620 , 0.5844 , 4.9876
        0.065 , 0.0000 , 0.0000 , 0.0021
        0.070 , 0.0000 , 0.0000 , 0.0018
        0.075 , -0.0989 , 0.1483 , 2.6887
        0.080 , 0.5200 , 0.1440 , 1.9053
        0.085 , 0.0000 , 0.0000 , 0.0018
        0.090 , 0.0000 , 0.0000 , 0.0021
        0.095 , 0.3275 , 0.8634 , 4.3568
        0.100 , 0.0000 , 0.0000 , 0.0021
        0.105 , -0.0003 , -0.0003 , 0.0015
        0.110 , 0.1859 , 0.5905 , 4.9828
        0.115 , 0.0000 , 0.0000 , 0.0018
        0.120 , 0.0000 , -0.0003 , 0.0015
        0.125 , 0.5356 , 0.2222 , 2.3029
        0.130 , 0.2786 , 0.4175 , 1.3593
        0.135 , -0.0003 , -0.0003 , 0.0018
        0.140 , 0.0000 , -0.0003 , 0.0018
        0.145 , 0.2051 , 0.8997 , 4.3892
        0.150 , 0.0000 , -0.0003 , 0.0021
        0.155 , 0.0000 , 0.0000 , 0.0015
        0.160 , 0.4022 , 0.9241 , 4.2412
        0.165 , 0.0000 , 0.0000 , 0.0018
        0.170 , 0.0000 , 0.0000 , 0.0015
        0.175 , 0.2100 , 0.5631 , 1.6352
        0.180 , -0.0293 , 0.5670 , 0.9601
        0.185 , -0.0003 , -0.0003 , 0.0015
        0.190 , -0.0003 , 0.0000 , 0.0024
        0.195 , -0.3473 , 0.8493 , 4.5451
        0.200 , 0.0000 , 0.0000 , 0.0018
        0.205 , 0.0000 , 0.0000 , 0.0012
        0.210 , -0.0403 , 0.9070 , 4.6080
        0.215 , -0.0003 , -0.0003 , 0.0015
        0.220 , 0.0000 , 0.0000 , 0.0015
        0.225 , -0.1932 , 0.5499 , 1.7838
        0.230 , -0.4273 , 0.1910 , 1.8848
        0.235 , 0.0000 , 0.0000 , 0.0018
        0.240 , 0.0000 , 0.0000 , 0.0018
        0.245 , -0.0198 , 0.6531 , 4.9306
        0.250 , 0.0003 , 0.0000 , 0.0021
        0.255 , 0.0000 , 0.0000 , 0.0015
        0.260 , -0.3574 , 0.8506 , 4.6538
        0.265 , 0.0000 , 0.0000 , 0.0015
        0.270 , 0.0003 , 0.0000 , 0.0021
        0.275 , -0.5051 , 0.1859 , 2.5474
        0.280 , -0.0784 , 0.1184 , 1.9953
        0.285 , 0.0000 , 0.0000 , 0.0018
        0.290 , 0.0000 , 0.0000 , 0.0018
        0.295 , 0.1343 , 0.5197 , 5.1582
        0.300 , 0.0000 , 0.0000 , 0.0021
        0.305 , 0.0000 , -0.0003 , 0.0015
        0.310 , 0.0464 , 0.5203 , 5.1289
        0.315 , 0.0000 , -0.0003 , 0.0021
        0.320 , 0.0000 , 0.0000 , 0.0018
        0.325 , 0.1004 , 0.1410 , 2.4766
        0.330 , 0.5719 , 0.2322 , 2.0267
        0.335 , -0.0003 , -0.0003 , 0.0021
        0.340 , 0.0000 , 0.0000 , 0.0021
        0.345 , 0.3821 , 0.9409 , 4.2085
        0.350 , -0.0003 , -0.0003 , 0.0018
        0.355 , 0.0000 , -0.0003 , 0.0015
        0.360 , 0.2530 , 0.6638 , 4.8189
        0.365 , 0.0000 , 0.0000 , 0.0021
        0.370 , 0.0000 , 0.0000 , 0.0015
        0.375 , 0.5081 , 0.2866 , 2.0573
        0.380 , 0.1862 , 0.5039 , 1.2867
        0.385 , -0.0003 , -0.0006 , 0.0012
        0.390 , 0.0000 , 0.0000 , 0.0021
        0.395 , 0.0598 , 0.8835 , 4.4893
        0.400 , 0.0000 , -0.0003 , 0.0018
        0.405 , 0.0000 , 0.0000 , 0.0021
        0.410 , 0.3879 , 0.9339 , 4.2442
        0.415 , 0.0000 , 0.0000 , 0.0021
        0.420 , 0.0000 , 0.0000 , 0.0015
        0.425 , 0.1318 , 0.6305 , 1.5137
        0.430 , -0.1526 , 0.5109 , 1.2943
        0.435 , -0.0003 , -0.0003 , 0.0015
        0.440 , 0.0000 , -0.0003 , 0.0018
        0.445 , -0.3101 , 0.8509 , 4.5808
        0.450 , 0.0000 , 0.0000 , 0.0021
        0.455 , 0.0000 , 0.0000 , 0.0015
        0.460 , -0.1947 , 0.8841 , 4.6248
        0.465 , 0.0000 , 0.0000 , 0.0015
        0.470 , 0.0000 , 0.0000 , 0.0015
        0.475 , -0.2570 , 0.4727 , 1.9358
        0.480 , -0.5255 , 0.1273 , 2.3286
        0.485 , 0.0000 , 0.0000 , 0.0018
        0.490 , 0.0000 , 0.0000 , 0.0015
        0.495 , 0.0571 , 0.5866 , 5.0417
        0.500 , 0.0000 , 0.0000 , 0.0021
        0.505 , 0.0000 , 0.0000 , 0.0018
        0.510 , -0.2866 , 0.7834 , 4.6931
        0.515 , 0.0000 , 0.0000 , 0.0021
        0.520 , 0.0000 , -0.0003 , 0.0015
        0.525 , -0.4392 , 0.1202 , 2.5547
        0.530 , 0.1975 , 0.1450 , 2.2501
        0.535 , 0.0000 , 0.0000 , 0.0024
        0.540 , 0.0000 , 0.0000 , 0.0018
        0.545 , 0.1944 , 0.5945 , 4.8723
        0.550 , 0.0000 , 0.0000 , 0.0024
        0.555 , 0.0000 , -0.0003 , 0.0009
        0.560 , 0.0909 , 0.5173 , 5.1494
        0.565 , 0.0000 , 0.0000 , 0.0021
        0.570 , 0.0000 , 0.0000 , 0.0015
        0.575 , 0.2383 , 0.1511 , 2.1885
        0.580 , 0.4990 , 0.2979 , 1.8790
        0.585 , 0.0000 , 0.0000 , 0.0024
        0.590 , 0.0000 , -0.0003 , 0.0021
        0.595 , 0.3735 , 0.9397 , 4.2985
        0.600 , 0.0000 , 0.0000 , 0.0021
        0.605 , 0.0000 , 0.0000 , 0.0015
        0.610 , 0.3150 , 0.7361 , 4.6123
        0.615 , 0.0000 , 0.0000 , 0.0018
        0.620 , 0.0000 , 0.0000 , 0.0018
        0.625 , 0.3613 , 0.3403 , 1.7029
        0.630 , 0.1129 , 0.6555 , 1.2058
        0.635 , -0.0003 , -0.0003 , 0.0015
        0.640 , 0.0000 , 0.0000 , 0.0021
        0.645 , -0.0824 , 0.8689 , 4.5534
        0.650 , 0.0000 , 0.0000 , 0.0018
        0.655 , 0.0000 , 0.0000 , 0.0018
        0.660 , 0.3806 , 0.9415 , 4.2427
        0.665 , 0.0000 , 0.0000 , 0.0018
        0.670 , 0.0000 , 0.0000 , 0.0018
        0.675 , -0.0079 , 0.6796 , 1.1515
        0.680 , -0.3015 , 0.4294 , 1.7023
        0.685 , -0.0003 , 0.0000 , 0.0015
        0.690 , 0.0000 , 0.0000 , 0.0015
        0.695 , -0.3018 , 0.8509 , 4.5894
        0.700 , 0.0003 , 0.0000 , 0.0024
        0.705 , 0.0000 , 0.0000 , 0.0018
        0.710 , -0.3394 , 0.8667 , 4.6513
        0.715 , 0.0000 , 0.0000 , 0.0018
        0.720 , 0.0000 , 0.0000 , 0.0015
        0.725 , -0.3174 , 0.3183 , 1.9498
        0.730 , -0.4013 , 0.1202 , 2.4186
        0.735 , 0.0000 , 0.0000 , 0.0018
        0.740 , 0.0000 , 0.0000 , 0.0021
        0.745 , 0.1239 , 0.5078 , 5.2455
        0.750 , 0.0000 , 0.0000 , 0.0018
        0.755 , 0.0000 , 0.0000 , 0.0015
        0.760 , -0.2094 , 0.7157 , 4.7667
        0.765 , 0.0000 , -0.0003 , 0.0018
        0.770 , 0.0000 , 0.0000 , 0.0018
        0.775 , -0.2393 , 0.1117 , 2.3164
        0.780 , 0.4260 , 0.1700 , 2.3609
        0.785 , -0.0003 , -0.0006 , 0.0015
        0.790 , 0.0000 , 0.0000 , 0.0021
        0.795 , 0.2322 , 0.6912 , 4.7176
        0.800 , 0.0000 , 0.0000 , 0.0018
        0.805 , 0.0000 , 0.0000 , 0.0015
