        0.005 , 0.0000 , 0.0000 , 0.0571
        0.010 , 0.0003 , 0.0000 , 0.0781
        0.015 , -1.2519 , 0.2493 , 6.1672
        0.020 , 0.0000 , -0.0003 , 0.0897
        0.025 , -0.0003 , -0.0003 , 0.0388
        0.030 , -1.2461 , 0.2484 , 6.4315
        0.035 , 0.0000 , -0.0003 , 0.0784
        0.040 , -0.0003 , -0.0003 , 0.0296
        0.045 , 0.7819 , 0.1959 , 2.9154
        0.050 , 0.5045 , 0.1260 , 1.5732
        0.055 , 0.0000 , 0.0000 , 0.0558
        0.060 , 0.0000 , 0.0000 , 0.0790
        0.065 , 1.4374 , 0.3613 , 4.9883
        0.070 , 0.0000 , 0.0000 , 0.0891
        0.075 , 0.0000 , 0.0000 , 0.0397
        0.080 , 1.4304 , 0.3595 , 5.1704
        0.085 , 0.0000 , 0.0000 , 0.0800
        0.090 , 0.0000 , -0.0003 , 0.0293
        0.095 , 0.8322 , 0.2081 , 3.0503
        0.100 , 0.4328 , 0.1090 , 1.4914
        0.105 , 0.0000 , 0.0000 , 0.0546
        0.110 , 0.0000 , 0.0000 , 0.0803
        0.115 , 1.4383 , 0.3616 , 4.9342
        0.120 , 0.0000 , 0.0000 , 0.0885
        0.125 , 0.0000 , 0.0000 , 0.0409
        0.130 , 1.4307 , 0.3595 , 5.1628
        0.135 , 0.0000 , -0.0003 , 0.0806
        0.140 , 0.0000 , 0.0000 , 0.0293
        0.145 , -0.7437 , 0.1480 , 3.9848
        0.150 , -0.3760 , 0.0748 , 1.5818
        0.155 , 0.0000 , 0.0000 , 0.0534
        0.160 , 0.0000 , 0.0000 , 0.0809
        0.165 , -1.1902 , 0.2371 , 5.8275
        0.170 , 0.0000 , 0.0000 , 0.0882
        0.175 , -0.0003 , -0.0003 , 0.0418
        0.180 , -1.2467 , 0.2484 , 6.4458
        0.185 , 0.0000 , -0.0003 , 0.0818
        0.190 , 0.0000 , 0.0000 , 0.0290
        0.195 , -0.7447 , 0.1480 , 3.9756
        0.200 , -0.3137 , 0.0623 , 1.3950
        0.205 , 0.0000 , 0.0000 , 0.0522
        0.210 , 0.0000 , 0.0000 , 0.0821
        0.215 , -1.1896 , 0.2374 , 5.7225
        0.220 , 0.0000 , 0.0000 , 0.0873
        0.225 , 0.0000 , -0.0003 , 0.0430
        0.230 , -1.2467 , 0.2487 , 6.4183
        0.235 , 0.0000 , 0.0000 , 0.0824
        0.240 , -0.0003 , -0.0003 , 0.0284
        0.245 , 0.9214 , 0.2313 , 3.4239
        0.250 , 0.3595 , 0.0897 , 1.1655
        0.255 , 0.0000 , 0.0000 , 0.0513
        0.260 , 0.0000 , 0.0000 , 0.0830
        0.265 , 1.3678 , 0.3427 , 4.5903
        0.270 , 0.0000 , 0.0000 , 0.0867
        0.275 , 0.0000 , 0.0000 , 0.0443
        0.280 , 1.4313 , 0.3592 , 5.1625
        0.285 , 0.0000 , 0.0000 , 0.0836
        0.290 , -0.0003 , -0.0003 , 0.0284
        0.295 , 0.9250 , 0.2316 , 3.4172
        0.300 , 0.3601 , 0.0900 , 1.0297
        0.305 , -0.0006 , -0.0006 , 0.0491
        0.310 , 0.0000 , -0.0003 , 0.0842
        0.315 , 1.2943 , 0.3250 , 4.4704
        0.320 , -0.0003 , -0.0003 , 0.0855
        0.325 , 0.0000 , 0.0000 , 0.0452
        0.330 , 1.4319 , 0.3595 , 5.1549
        0.335 , 0.0000 , -0.0003 , 0.0845
        0.340 , 0.0003 , 0.0000 , 0.0287
        0.345 , -0.8609 , 0.1724 , 4.5918
        0.350 , -0.2509 , 0.0501 , 1.1216
        0.355 , -0.0003 , -0.0003 , 0.0488
        0.360 , -0.0003 , -0.0003 , 0.0848
        0.365 , -1.0660 , 0.2121 , 5.1930
        0.370 , -0.0003 , -0.0003 , 0.0848
        0.375 , 0.0000 , 0.0000 , 0.0467
        0.380 , -1.2476 , 0.2487 , 6.4330
        0.385 , 0.0000 , 0.0000 , 0.0855
        0.390 , 0.0000 , 0.0000 , 0.0281
        0.395 , -0.8686 , 0.1730 , 4.5967
        0.400 , -0.1895 , 0.0366 , 0.7819
        0.405 , 0.0000 , -0.0003 , 0.0479
        0.410 , 0.0000 , 0.0000 , 0.1184
        0.415 , -1.0639 , 0.2127 , 5.2110
        0.420 , 0.0000 , -0.0003 , 0.0842
        0.425 , 0.0000 , 0.0000 , 0.0476
        0.430 , -1.2476 , 0.2490 , 6.4019
        0.435 , 0.0000 , 0.0000 , 0.0864
        0.440 , 0.0000 , -0.0003 , 0.0281
        0.445 , 1.0404 , 0.2603 , 3.8234
        0.450 , 0.2164 , 0.0537 , 0.7108
        0.455 , 0.0000 , 0.0000 , 0.0467
        0.460 , 0.0674 , 0.0168 , 0.3433
        0.465 , 1.2226 , 0.3070 , 4.1591
        0.470 , 0.0000 , -0.0003 , 0.0833
        0.475 , 0.0000 , -0.0003 , 0.0488
        0.480 , 1.4328 , 0.3598 , 5.1555
        0.485 , 0.0000 , 0.0000 , 0.0870
        0.490 , 0.0000 , 0.0000 , 0.0284
        0.495 , 1.0657 , 0.2673 , 3.9207
        0.500 , 0.2158 , 0.0537 , 0.5863
        0.505 , 0.0000 , 0.0000 , 0.0455
        0.510 , 0.0705 , 0.0174 , 0.3458
        0.515 , 1.2256 , 0.3073 , 4.0086
        0.520 , 0.0000 , -0.0003 , 0.0821
        0.525 , 0.0000 , -0.0003 , 0.0501
        0.530 , 1.4331 , 0.3598 , 5.1497
        0.535 , -0.0003 , -0.0003 , 0.0876
        0.540 , 0.0000 , 0.0000 , 0.0281
        0.545 , -0.9317 , 0.1852 , 4.9495
        0.550 , -0.1267 , 0.0241 , 0.4230
        0.555 , 0.0000 , 0.0000 , 0.0443
        0.560 , -0.1169 , 0.0235 , 0.7263
        0.565 , -1.0038 , 0.1999 , 4.7472
        0.570 , 0.0000 , -0.0003 , 0.0812
        0.575 , -0.0003 , -0.0003 , 0.0510
        0.580 , -1.2482 , 0.2490 , 6.4193
        0.585 , 0.0000 , -0.0003 , 0.0882
        0.590 , 0.0000 , 0.0000 , 0.0284
        0.595 , -0.9876 , 0.1978 , 5.2132
        0.600 , -0.1251 , 0.0247 , 0.3812
        0.605 , 0.0000 , 0.0000 , 0.0433
        0.610 , -0.1233 , 0.0244 , 0.7392
        0.615 , -0.9400 , 0.1874 , 4.5357
        0.620 , 0.0000 , -0.0003 , 0.0803
        0.625 , 0.0000 , -0.0003 , 0.0528
        0.630 , -1.2482 , 0.2493 , 6.3897
        0.635 , 0.0000 , 0.0000 , 0.0891
        0.640 , 0.0006 , 0.0003 , 0.0287
        0.645 , 1.1399 , 0.2857 , 4.1908
        0.650 , 0.1444 , 0.0357 , 0.2524
        0.655 , 0.0000 , 0.0000 , 0.0424
        0.660 , 0.1956 , 0.0488 , 0.7733
        0.665 , 1.0794 , 0.2710 , 3.6991
        0.670 , 0.0000 , -0.0003 , 0.0790
        0.675 , -0.0003 , -0.0003 , 0.0537
        0.680 , 1.4335 , 0.3598 , 5.1497
        0.685 , 0.0000 , 0.0000 , 0.0897
